customer_id,segment,recency_days,frequency,monetary_value,support_ticket_count,return_rate,category_diversity,discount_usage_rate,engagement_score,churn_label,tenure_days,plan_type
C00003,At-Risk,132,1,50.23,0,0.0,1.0,0.0,100.0,0,146,Basic
C02804,At-Risk,408,2,379.43,0,0.0,2.0,0.0,100.0,1,562,Basic
C00555,At-Risk,654,3,351.85,0,0.0,2.0,0.0,100.0,0,816,Premium
C02227,At-Risk,561,5,735.51,2,0.0,3.0,0.2,80.0,1,675,Basic
C04191,At-Risk,611,6,619.98,1,0.0,4.0,0.5,80.0,0,910,Premium
C00547,At-Risk,639,1,197.12,2,0.0,1.0,0.0,90.0,1,737,Premium
C03776,At-Risk,409,2,224.63,1,0.0,2.0,0.0,80.0,0,486,Basic
C04738,At-Risk,454,5,394.13,2,0.0,5.0,0.0,90.0,0,611,Basic
C03116,At-Risk,303,1,62.53,0,0.0,1.0,0.0,100.0,1,414,Trial
C01759,At-Risk,626,2,273.06,1,0.0,1.0,0.5,80.0,0,1035,Basic
C02019,At-Risk,263,2,121.35,1,0.0,2.0,0.5,95.0,1,321,Basic
C04983,At-Risk,372,1,113.31,2,0.0,1.0,0.0,90.0,1,386,Basic
C04184,At-Risk,634,3,152.96,0,0.3333333333333333,2.0,0.0,100.0,0,817,Basic
C00515,At-Risk,673,4,519.86,1,0.0,3.0,0.5,95.0,0,772,Premium
C01930,At-Risk,507,2,205.07999999999998,0,0.0,2.0,0.0,100.0,0,587,Premium
C01912,At-Risk,508,1,96.09,1,0.0,1.0,0.0,95.0,0,734,Premium
C04742,At-Risk,564,1,111.97,1,0.0,1.0,0.0,80.0,0,667,Premium
C00022,At-Risk,479,2,156.75,0,0.0,2.0,0.5,100.0,1,529,Basic
C01755,At-Risk,296,2,169.69,1,0.0,2.0,0.5,95.0,1,420,Basic
C02263,At-Risk,263,1,164.45,1,0.0,1.0,0.0,80.0,1,374,Premium
C01913,At-Risk,388,1,93.56,0,0.0,1.0,0.0,100.0,1,431,Basic
C00522,At-Risk,462,6,461.69,2,0.0,3.0,0.3333333333333333,80.0,0,592,Basic
C00523,At-Risk,603,1,152.24,1,0.0,1.0,0.0,80.0,0,605,Basic
C01434,At-Risk,340,1,111.85,1,0.0,1.0,0.0,95.0,1,388,Basic
C00525,At-Risk,422,3,413.13,1,0.0,3.0,0.0,80.0,1,462,Basic
C03970,At-Risk,169,1,108.52,2,0.0,1.0,0.0,80.0,1,169,Premium
C04188,At-Risk,221,2,150.64,2,0.0,1.0,0.5,90.0,1,377,Premium
C04986,At-Risk,0,1,77.65,0,0.0,1.0,0.0,100.0,0,127,Premium
C00529,At-Risk,256,3,433.38,0,0.0,3.0,0.0,100.0,1,513,Trial
C03111,At-Risk,637,2,212.60000000000002,1,0.0,2.0,0.0,95.0,0,784,Basic
C03112,At-Risk,546,1,80.61,1,0.0,1.0,0.0,95.0,1,657,Basic
C04994,At-Risk,550,4,302.7,0,0.0,3.0,0.25,100.0,0,615,Premium
C01926,At-Risk,417,2,403.22,0,0.0,2.0,0.0,100.0,0,499,Premium
C00531,At-Risk,525,4,722.6600000000001,1,0.0,3.0,0.0,95.0,0,621,Basic
C03292,At-Risk,121,1,56.18,0,0.0,1.0,0.0,100.0,1,151,Basic
C03291,At-Risk,362,2,220.26,1,0.0,1.0,0.0,80.0,0,408,Basic
C04160,At-Risk,156,2,241.05,1,0.0,1.0,0.0,95.0,1,190,Basic
C02890,At-Risk,214,2,335.39,0,0.0,2.0,0.0,100.0,1,364,Basic
C04179,At-Risk,202,1,154.78,2,0.0,1.0,0.0,80.0,1,380,Basic
C01780,At-Risk,585,2,84.07,1,0.0,2.0,0.0,80.0,1,640,Basic
C00401,At-Risk,222,1,69.35,2,0.0,1.0,0.0,90.0,1,381,Basic
C00428,At-Risk,463,3,542.71,0,0.0,3.0,0.0,100.0,0,548,Trial
C00429,At-Risk,112,1,39.61,0,0.0,1.0,0.0,100.0,0,256,Premium
C02232,At-Risk,295,1,74.66,0,0.0,1.0,0.0,100.0,0,304,Premium
C03277,At-Risk,638,1,158.13,2,0.0,1.0,0.0,90.0,1,834,Basic
C00430,At-Risk,490,3,428.0,0,0.0,3.0,0.3333333333333333,100.0,0,516,Basic
C03284,At-Risk,523,3,462.13,0,0.0,3.0,0.0,100.0,0,551,Premium
C04945,At-Risk,106,1,28.53,0,0.0,1.0,0.0,100.0,1,185,Trial
C02261,At-Risk,647,2,170.35999999999999,2,0.0,2.0,0.5,90.0,0,659,Basic
C03081,At-Risk,594,4,527.3,0,0.0,3.0,0.0,100.0,0,786,Premium
C02258,At-Risk,335,2,389.74,1,0.0,2.0,0.0,95.0,0,552,Premium
C00435,At-Risk,502,2,174.83999999999997,0,0.0,1.0,0.5,100.0,0,538,Premium
C00436,At-Risk,0,1,94.54,0,0.0,1.0,0.0,100.0,1,154,Basic
C03870,At-Risk,666,3,227.53,0,0.0,2.0,0.3333333333333333,100.0,0,737,Basic
C00437,At-Risk,198,1,111.19,1,0.0,1.0,0.0,80.0,0,299,Basic
C00438,At-Risk,140,2,223.35,0,0.0,1.0,0.5,100.0,1,268,Premium
C00431,At-Risk,532,2,178.69,1,0.0,2.0,0.0,80.0,1,601,Trial
C02873,At-Risk,85,1,41.7,2,0.0,1.0,0.0,80.0,1,187,Basic
C02212,At-Risk,641,5,412.85,0,0.0,5.0,0.2,100.0,0,801,Basic
C04782,At-Risk,459,3,393.64,0,0.0,3.0,0.3333333333333333,100.0,0,557,Basic
C03947,At-Risk,637,1,53.78,1,0.0,1.0,0.0,80.0,1,670,Basic
C02003,At-Risk,0,2,195.57999999999998,0,0.0,2.0,0.0,100.0,0,123,Basic
C02879,At-Risk,76,2,115.33,2,0.0,2.0,0.0,90.0,1,240,Trial
C04790,At-Risk,515,1,51.02,2,0.0,1.0,0.0,80.0,1,659,Premium
C03835,At-Risk,474,1,106.46,1,0.0,1.0,0.0,80.0,1,474,Basic
C03838,At-Risk,150,2,265.5,0,0.0,1.0,0.0,100.0,1,360,Basic
C04791,At-Risk,587,3,324.62,2,0.0,3.0,0.3333333333333333,80.0,1,770,Trial
C01785,At-Risk,103,1,87.61,2,0.0,1.0,0.0,90.0,0,151,Basic
C01893,At-Risk,127,2,117.41999999999999,1,0.0,2.0,0.0,95.0,0,143,Basic
C02004,At-Risk,392,2,70.27,1,0.5,1.0,0.0,80.0,1,705,Premium
C04788,At-Risk,163,1,102.86,2,0.0,1.0,0.0,80.0,1,330,Basic
C02882,At-Risk,638,5,503.19,0,0.0,5.0,0.0,100.0,0,769,Basic
C00074,At-Risk,308,2,258.03,1,0.0,2.0,0.0,80.0,1,485,Trial
C00419,At-Risk,581,5,318.45,1,0.2,3.0,0.0,80.0,0,672,Premium
C03290,At-Risk,202,1,147.15,2,0.0,1.0,0.0,90.0,1,360,Trial
C03674,At-Risk,642,1,71.07,1,0.0,1.0,0.0,80.0,0,645,Premium
C04783,At-Risk,594,2,254.70999999999998,0,0.0,2.0,0.5,100.0,0,777,Basic
C03282,At-Risk,283,1,49.38,0,0.0,1.0,0.0,100.0,0,300,Basic
C02885,At-Risk,302,1,94.71,0,0.0,1.0,0.0,100.0,0,303,Basic
C00395,At-Risk,598,3,146.24,2,0.0,3.0,0.3333333333333333,90.0,1,761,Trial
C03955,At-Risk,348,1,87.95,1,0.0,1.0,0.0,95.0,1,352,Trial
C00408,At-Risk,120,2,155.05,0,0.0,1.0,0.0,100.0,0,210,Trial
C00447,At-Risk,554,5,518.18,0,0.0,4.0,0.2,100.0,0,681,Basic
C00385,At-Risk,553,3,439.88,0,0.0,2.0,0.3333333333333333,100.0,1,726,Basic
C02859,At-Risk,666,2,128.28,0,0.0,2.0,0.5,100.0,0,730,Premium
C00391,At-Risk,479,3,221.72,1,0.0,3.0,0.3333333333333333,80.0,0,515,Basic
C01429,At-Risk,473,2,150.53,1,0.0,2.0,0.5,95.0,0,498,Premium
C01394,At-Risk,492,3,301.31,0,0.0,3.0,0.0,100.0,1,686,Trial
C03944,At-Risk,652,2,186.82,2,0.0,1.0,0.5,80.0,0,812,Trial
C04766,At-Risk,555,5,310.75,0,0.2,3.0,0.2,100.0,0,754,Premium
C03868,At-Risk,270,2,262.5,0,0.0,2.0,0.0,100.0,1,283,Premium
C00440,At-Risk,609,1,153.84,1,0.0,1.0,0.0,80.0,1,614,Premium
C04800,At-Risk,512,5,497.8,1,0.0,3.0,0.4,95.0,0,627,Trial
C00451,At-Risk,223,1,97.29,1,0.0,1.0,0.0,80.0,1,234,Trial
C03272,At-Risk,537,2,250.82,1,0.0,2.0,0.0,95.0,0,616,Basic
C02861,At-Risk,540,3,209.71,1,0.0,3.0,0.0,80.0,0,574,Premium
C00454,At-Risk,654,3,281.82,0,0.0,2.0,0.3333333333333333,100.0,0,832,Basic
C02893,At-Risk,0,1,131.13,1,0.0,1.0,0.0,80.0,1,200,Basic
C04963,At-Risk,283,1,51.04,2,0.0,1.0,0.0,90.0,1,304,Premium
C03786,At-Risk,0,1,63.1,0,0.0,1.0,0.0,100.0,1,124,Basic
C01796,At-Risk,607,3,315.08,2,0.0,3.0,0.0,80.0,1,852,Basic
C01797,At-Risk,252,1,140.28,2,0.0,1.0,0.0,90.0,1,278,Trial
C00459,At-Risk,469,1,57.98,2,0.0,1.0,0.0,80.0,1,542,Basic
C04769,At-Risk,508,1,72.77,2,0.0,1.0,0.0,90.0,1,530,Basic
C01943,At-Risk,581,4,427.43,0,0.0,4.0,0.25,100.0,0,668,Basic
C02257,At-Risk,554,3,208.28,0,0.0,3.0,0.0,100.0,0,729,Basic
C03288,At-Risk,70,2,182.82,1,0.0,2.0,0.5,80.0,1,142,Basic
C01794,At-Risk,515,2,454.25,1,0.0,2.0,0.0,95.0,1,629,Basic
C03073,At-Risk,213,1,117.56,1,0.0,1.0,0.0,80.0,1,228,Basic
C00458,At-Risk,524,2,189.82999999999998,2,0.0,2.0,0.0,80.0,1,559,Basic
C00393,At-Risk,283,3,235.56,0,0.0,2.0,0.3333333333333333,100.0,0,508,Basic
C00066,At-Risk,389,3,409.59,1,0.0,2.0,0.3333333333333333,80.0,0,461,Basic
C02866,At-Risk,72,2,263.53999999999996,2,0.0,2.0,0.0,90.0,1,178,Basic
C00394,At-Risk,99,3,506.45,2,0.0,3.0,0.0,80.0,1,261,Basic
C01388,At-Risk,665,2,71.98,1,0.5,1.0,0.0,80.0,0,785,Basic
C01928,Discount-Sensitive,523,2,361.18,0,0.0,2.0,1.0,100.0,0,635,Basic
C03035,Discount-Sensitive,575,1,103.18,2,0.0,1.0,1.0,80.0,1,722,Trial
C01166,Discount-Sensitive,312,1,174.6,2,0.0,1.0,1.0,90.0,1,341,Basic
C03064,Discount-Sensitive,570,5,463.54999999999995,0,0.0,2.0,0.6,100.0,0,669,Basic
C02408,Discount-Sensitive,217,1,138.22,1,0.0,1.0,1.0,80.0,1,237,Trial
C01099,Discount-Sensitive,396,2,286.9,0,0.0,2.0,1.0,100.0,1,526,Trial
C02394,Discount-Sensitive,24,2,163.01,1,0.0,2.0,1.0,80.0,0,124,Basic
C01280,Discount-Sensitive,578,1,136.94,1,0.0,1.0,1.0,80.0,1,579,Trial
C00154,Discount-Sensitive,166,1,52.68,0,0.0,1.0,1.0,100.0,0,172,Basic
C02220,Discount-Sensitive,322,1,148.08,1,0.0,1.0,1.0,80.0,1,617,Basic
C04242,Discount-Sensitive,117,1,70.19,1,0.0,1.0,1.0,80.0,1,141,Basic
C03133,Discount-Sensitive,378,2,150.56,2,0.0,1.0,1.0,90.0,0,480,Basic
C02346,Discount-Sensitive,607,3,204.22,0,0.0,3.0,0.6666666666666666,100.0,0,649,Basic
C04082,Discount-Sensitive,633,1,93.06,1,0.0,1.0,1.0,95.0,0,638,Trial
C01889,Discount-Sensitive,201,2,308.77,2,0.0,2.0,1.0,90.0,1,455,Basic
C03695,Discount-Sensitive,609,2,365.44,1,0.0,2.0,1.0,95.0,1,717,Trial
C03853,Discount-Sensitive,64,1,50.08,1,0.0,1.0,1.0,95.0,0,128,Basic
C02339,Discount-Sensitive,35,1,101.0,1,0.0,1.0,1.0,80.0,1,185,Basic
C03830,Discount-Sensitive,667,5,391.73,2,0.0,3.0,0.6,90.0,0,912,Basic
C02405,Discount-Sensitive,634,2,351.98,1,0.0,2.0,1.0,80.0,1,733,Basic
C02184,Discount-Sensitive,641,3,302.94,0,0.0,3.0,0.6666666666666666,100.0,0,777,Premium
C03894,Discount-Sensitive,554,5,290.76,0,0.0,5.0,0.8,100.0,0,661,Premium
C02340,Discount-Sensitive,345,1,142.66,1,0.0,1.0,1.0,95.0,1,393,Trial
C00148,Discount-Sensitive,398,1,115.24,2,0.0,1.0,1.0,90.0,1,613,Premium
C04081,Discount-Sensitive,668,1,137.09,1,0.0,1.0,1.0,95.0,1,752,Basic
C01190,Discount-Sensitive,454,4,405.33,0,0.0,3.0,0.75,100.0,0,800,Basic
C02236,Discount-Sensitive,497,1,98.67,0,0.0,1.0,1.0,100.0,1,520,Basic
C01287,Discount-Sensitive,442,1,148.35,2,0.0,1.0,1.0,90.0,1,706,Premium
C01091,Discount-Sensitive,428,2,143.85,0,0.0,2.0,1.0,100.0,1,533,Basic
C01938,Discount-Sensitive,368,1,57.8,2,0.0,1.0,1.0,80.0,1,394,Basic
C01255,Discount-Sensitive,265,1,181.52,0,0.0,1.0,1.0,100.0,1,289,Basic
C03183,Discount-Sensitive,455,1,84.0,2,0.0,1.0,1.0,90.0,1,584,Trial
C04959,Discount-Sensitive,426,2,123.13,1,0.0,2.0,1.0,95.0,0,464,Basic
C03665,Discount-Sensitive,598,1,68.16,0,0.0,1.0,1.0,100.0,0,748,Premium
C00121,Discount-Sensitive,376,2,347.08,2,0.0,2.0,1.0,80.0,1,413,Premium
C01228,Discount-Sensitive,444,1,67.71,0,0.0,1.0,1.0,100.0,0,452,Basic
C03047,Discount-Sensitive,525,1,37.38,2,0.0,1.0,1.0,80.0,0,548,Basic
C01541,Discount-Sensitive,268,1,72.89,2,0.0,1.0,1.0,80.0,1,337,Trial
C03573,Discount-Sensitive,676,2,238.3,0,0.0,2.0,1.0,100.0,0,733,Premium
C00049,Discount-Sensitive,317,1,66.13,0,0.0,1.0,1.0,100.0,1,321,Trial
C03869,Discount-Sensitive,468,3,317.46000000000004,0,0.0,3.0,0.6666666666666666,100.0,0,582,Trial
C04356,Discount-Sensitive,503,1,83.37,0,0.0,1.0,1.0,100.0,0,545,Basic
C03048,Discount-Sensitive,71,1,179.05,0,0.0,1.0,1.0,100.0,0,208,Premium
C01224,Discount-Sensitive,432,1,153.83,1,0.0,1.0,1.0,95.0,1,505,Trial
C02427,Discount-Sensitive,524,3,369.85,0,0.0,3.0,0.6666666666666666,100.0,0,631,Basic
C04961,Discount-Sensitive,499,1,118.12,1,0.0,1.0,1.0,95.0,1,689,Basic
C03544,Discount-Sensitive,177,1,58.09,2,0.0,1.0,1.0,80.0,1,250,Premium
C02175,Discount-Sensitive,219,1,70.3,0,0.0,1.0,1.0,100.0,1,233,Basic
C02375,Discount-Sensitive,646,3,296.72,0,0.0,3.0,0.6666666666666666,100.0,0,710,Premium
C01878,Discount-Sensitive,212,1,109.72,2,0.0,1.0,1.0,90.0,1,246,Basic
C00057,Discount-Sensitive,606,3,415.71000000000004,0,0.0,3.0,0.6666666666666666,100.0,0,711,Premium
C01295,Discount-Sensitive,497,3,494.04,2,0.0,2.0,0.6666666666666666,90.0,1,577,Basic
C03152,Discount-Sensitive,9,2,182.24,0,0.0,2.0,1.0,100.0,0,209,Premium
C03172,Discount-Sensitive,616,4,445.70000000000005,2,0.0,2.0,0.75,80.0,0,672,Basic
C04110,Discount-Sensitive,420,2,116.43,0,0.0,2.0,1.0,100.0,0,496,Trial
C02431,Discount-Sensitive,385,1,184.52,1,0.0,1.0,1.0,95.0,1,552,Trial
C02379,Discount-Sensitive,124,1,202.61,1,0.0,1.0,1.0,80.0,1,149,Premium
C02185,Discount-Sensitive,320,1,40.09,1,0.0,1.0,1.0,95.0,1,377,Premium
C04932,Discount-Sensitive,0,1,98.79,2,0.0,1.0,1.0,90.0,1,312,Basic
C04289,Discount-Sensitive,482,2,416.84000000000003,0,0.0,2.0,1.0,100.0,0,583,Premium
C02443,Discount-Sensitive,320,1,61.9,0,0.0,1.0,1.0,100.0,0,334,Premium
C01263,Discount-Sensitive,31,2,150.27,2,0.0,2.0,1.0,80.0,1,129,Trial
C02458,Discount-Sensitive,143,1,124.51,0,0.0,1.0,1.0,100.0,1,187,Trial
C03521,Discount-Sensitive,627,7,883.01,2,0.0,3.0,0.7142857142857143,90.0,0,728,Basic
C01492,Discount-Sensitive,435,1,64.46,1,0.0,1.0,1.0,95.0,0,592,Premium
C04955,Discount-Sensitive,388,2,205.71999999999997,0,0.0,2.0,1.0,100.0,0,427,Basic
C01157,Discount-Sensitive,209,1,46.69,0,0.0,1.0,1.0,100.0,0,282,Trial
C00025,Discount-Sensitive,142,3,339.79999999999995,0,0.0,3.0,1.0,100.0,0,194,Basic
C01954,Discount-Sensitive,551,1,118.48,2,0.0,1.0,1.0,90.0,1,758,Basic
C04984,Discount-Sensitive,513,1,56.6,1,0.0,1.0,1.0,80.0,1,585,Premium
C02147,Discount-Sensitive,516,5,343.87,0,0.2,4.0,0.8,100.0,0,679,Premium
C04345,Discount-Sensitive,82,1,40.07,0,0.0,1.0,1.0,100.0,1,203,Trial
C01198,Discount-Sensitive,273,1,128.0,2,0.0,1.0,1.0,80.0,1,351,Basic
C03698,Discount-Sensitive,665,1,52.98,0,0.0,1.0,1.0,100.0,0,759,Basic
C02158,Discount-Sensitive,118,2,209.36,1,0.0,2.0,1.0,80.0,0,183,Premium
C04976,Discount-Sensitive,227,2,167.17000000000002,1,0.0,2.0,1.0,95.0,0,338,Basic
C01150,Discount-Sensitive,502,5,484.31,0,0.0,3.0,0.6,100.0,0,589,Premium
C04934,Discount-Sensitive,504,3,295.06,1,0.0,1.0,0.6666666666666666,95.0,0,619,Basic
C02446,Discount-Sensitive,263,1,50.59,2,0.0,1.0,1.0,90.0,1,324,Premium
C02361,Discount-Sensitive,575,1,82.99,1,0.0,1.0,1.0,80.0,1,598,Trial
C03550,Discount-Sensitive,237,1,46.45,0,0.0,1.0,1.0,100.0,0,352,Premium
C02362,Discount-Sensitive,467,5,482.39,0,0.0,2.0,0.6,100.0,0,676,Basic
C04311,Discount-Sensitive,246,1,68.31,0,0.0,1.0,1.0,100.0,1,261,Trial
C04353,Discount-Sensitive,527,1,185.54,1,0.0,1.0,1.0,95.0,1,814,Trial
C04958,Discount-Sensitive,100,2,189.05,0,0.0,2.0,1.0,100.0,1,187,Trial
C04089,Discount-Sensitive,556,1,207.31,2,0.0,1.0,1.0,90.0,1,796,Basic
C03144,Discount-Sensitive,625,3,343.5,1,0.0,3.0,0.6666666666666666,95.0,0,782,Basic
C01252,Discount-Sensitive,488,3,289.58,1,0.0,2.0,0.6666666666666666,95.0,0,697,Basic
C02399,Discount-Sensitive,489,2,210.35999999999999,0,0.0,2.0,1.0,100.0,0,589,Basic
C03653,Discount-Sensitive,175,1,102.67,0,0.0,1.0,1.0,100.0,1,352,Basic
C00166,Discount-Sensitive,380,1,45.9,2,0.0,1.0,1.0,90.0,0,441,Trial
C00707,Discount-Sensitive,419,1,44.55,2,0.0,1.0,1.0,90.0,1,551,Basic
C01773,Discount-Sensitive,597,2,248.17,0,0.0,1.0,1.0,100.0,0,687,Basic
C00462,Discount-Sensitive,348,1,32.7,0,0.0,1.0,1.0,100.0,1,392,Basic
C00699,Discount-Sensitive,178,1,109.98,0,0.0,1.0,1.0,100.0,1,227,Trial
C02854,Discount-Sensitive,596,4,377.78000000000003,2,0.0,2.0,0.75,90.0,1,1089,Basic
C03360,Discount-Sensitive,616,5,506.15,0,0.0,3.0,0.6,100.0,0,682,Premium
C00690,Discount-Sensitive,0,1,134.93,2,0.0,1.0,1.0,80.0,1,132,Trial
C01696,Discount-Sensitive,563,3,470.87,2,0.0,3.0,0.6666666666666666,80.0,0,658,Premium
C04640,Discount-Sensitive,139,1,139.95,2,0.0,1.0,1.0,90.0,1,429,Premium
C00686,Discount-Sensitive,174,1,130.68,2,0.0,1.0,1.0,80.0,1,180,Basic
C02701,Discount-Sensitive,345,1,66.84,1,0.0,1.0,1.0,80.0,1,363,Basic
C00472,Discount-Sensitive,202,2,236.54000000000002,0,0.0,2.0,1.0,100.0,0,211,Basic
C00476,Discount-Sensitive,498,2,163.31,1,0.0,2.0,1.0,80.0,0,544,Basic
C02846,Discount-Sensitive,457,5,521.55,0,0.0,3.0,0.6,100.0,0,630,Basic
C04757,Discount-Sensitive,629,2,282.39,1,0.0,1.0,1.0,80.0,1,676,Basic
C00672,Discount-Sensitive,536,3,291.58000000000004,0,0.0,2.0,1.0,100.0,0,643,Basic
C04755,Discount-Sensitive,546,1,117.77,1,0.0,1.0,1.0,95.0,1,677,Premium
C04649,Discount-Sensitive,531,3,168.07,0,0.0,2.0,0.6666666666666666,100.0,0,614,Basic
C02208,Discount-Sensitive,375,1,149.2,1,0.0,1.0,1.0,80.0,1,796,Basic
C00668,Discount-Sensitive,529,1,174.94,0,0.0,1.0,1.0,100.0,1,610,Premium
C03301,Discount-Sensitive,210,1,67.58,0,0.0,1.0,1.0,100.0,0,252,Premium
C04655,Discount-Sensitive,118,1,61.4,1,0.0,1.0,1.0,95.0,1,149,Trial
C04181,Discount-Sensitive,447,1,193.76,0,0.0,1.0,1.0,100.0,0,461,Basic
C04182,Discount-Sensitive,613,4,401.63,0,0.0,4.0,0.75,100.0,0,668,Basic
C00450,Discount-Sensitive,529,3,351.96000000000004,0,0.0,3.0,1.0,100.0,0,578,Basic
C00449,Discount-Sensitive,652,3,369.15,2,0.0,2.0,0.6666666666666666,80.0,1,880,Basic
C00379,Discount-Sensitive,655,1,128.0,1,0.0,1.0,1.0,95.0,1,824,Basic
C03946,Discount-Sensitive,88,1,102.66,0,0.0,1.0,1.0,100.0,1,452,Basic
C02662,Discount-Sensitive,503,3,365.34,2,0.0,2.0,0.6666666666666666,90.0,0,610,Premium
C04593,Discount-Sensitive,0,1,120.64,2,0.0,1.0,1.0,80.0,1,157,Basic
C02887,Discount-Sensitive,165,1,53.05,2,0.0,1.0,1.0,80.0,1,226,Trial
C00400,Discount-Sensitive,645,3,302.3,0,0.0,3.0,0.6666666666666666,100.0,0,780,Premium
C01789,Discount-Sensitive,18,1,50.27,0,0.0,1.0,1.0,100.0,1,271,Premium
C00407,Discount-Sensitive,566,3,358.63,0,0.0,3.0,0.6666666666666666,100.0,0,586,Premium
C02672,Discount-Sensitive,634,1,108.5,1,0.0,1.0,1.0,80.0,0,703,Premium
C00413,Discount-Sensitive,351,1,99.01,2,0.0,1.0,1.0,90.0,1,523,Premium
C00715,Discount-Sensitive,451,3,193.56,2,0.0,2.0,0.6666666666666666,80.0,0,578,Basic
C04014,Discount-Sensitive,292,1,97.3,0,0.0,1.0,1.0,100.0,1,747,Basic
C00416,Discount-Sensitive,153,1,119.68,2,0.0,1.0,1.0,90.0,1,428,Basic
C02073,Discount-Sensitive,623,5,420.67,2,0.0,2.0,0.6,90.0,0,754,Premium
C02687,Discount-Sensitive,174,1,189.17,2,0.0,1.0,1.0,90.0,1,190,Premium
C04773,Discount-Sensitive,287,1,105.15,0,0.0,1.0,1.0,100.0,0,356,Basic
C03953,Discount-Sensitive,73,2,195.21,1,0.0,2.0,1.0,80.0,0,189,Premium
C04131,Discount-Sensitive,82,2,93.35,0,0.0,2.0,1.0,100.0,0,303,Basic
C00724,Discount-Sensitive,138,1,87.83,1,0.0,1.0,1.0,80.0,1,238,Basic
C02863,Discount-Sensitive,308,1,129.57,0,0.0,1.0,1.0,100.0,1,475,Basic
C01775,Discount-Sensitive,445,1,58.5,1,0.0,1.0,1.0,95.0,1,768,Basic
C00448,Discount-Sensitive,355,1,90.41,1,0.0,1.0,1.0,95.0,0,548,Basic
C03948,Discount-Sensitive,388,1,141.77,1,0.0,1.0,1.0,80.0,1,392,Basic
C00797,Discount-Sensitive,503,5,351.38,0,0.0,3.0,0.6,100.0,0,587,Basic
C01709,Discount-Sensitive,480,1,84.25,1,0.0,1.0,1.0,95.0,1,490,Trial
C03346,Discount-Sensitive,507,1,118.31,2,0.0,1.0,1.0,90.0,1,561,Premium
C04198,Discount-Sensitive,459,3,373.22,1,0.0,2.0,0.6666666666666666,95.0,1,475,Trial
C01370,Discount-Sensitive,0,1,48.75,1,0.0,1.0,1.0,80.0,1,178,Basic
C02778,Discount-Sensitive,558,1,96.19,1,0.0,1.0,1.0,95.0,1,620,Trial
C02816,Discount-Sensitive,628,4,304.65999999999997,1,0.0,3.0,0.75,95.0,0,766,Basic
C02271,Discount-Sensitive,569,3,380.02,2,0.3333333333333333,2.0,0.6666666666666666,90.0,0,681,Basic
C00597,Discount-Sensitive,167,1,83.05,2,0.0,1.0,1.0,90.0,1,168,Basic
C00595,Discount-Sensitive,510,3,216.24,0,0.0,3.0,0.6666666666666666,100.0,0,563,Basic
C04736,Discount-Sensitive,457,1,148.26,2,0.0,1.0,1.0,90.0,1,497,Basic
C04700,Discount-Sensitive,418,1,0.0,0,1.0,0.0,1.0,100.0,1,425,Basic
C02788,Discount-Sensitive,264,1,0.0,1,1.0,0.0,1.0,80.0,1,300,Premium
C04739,Discount-Sensitive,56,2,196.12,0,0.0,2.0,1.0,100.0,0,211,Basic
C00583,Discount-Sensitive,128,1,102.01,2,0.0,1.0,1.0,80.0,1,154,Premium
C03322,Discount-Sensitive,0,2,56.78,2,0.5,1.0,1.0,90.0,1,153,Basic
C01738,Discount-Sensitive,73,2,292.01,0,0.0,1.0,1.0,100.0,0,135,Trial
C00544,Discount-Sensitive,490,3,377.56,0,0.0,2.0,0.6666666666666666,100.0,0,601,Basic
C01746,Discount-Sensitive,549,3,256.92,1,0.0,3.0,0.6666666666666666,95.0,0,693,Trial
C01740,Discount-Sensitive,213,1,107.93,1,0.0,1.0,1.0,95.0,1,227,Premium
C00548,Discount-Sensitive,479,3,353.28,1,0.0,1.0,0.6666666666666666,95.0,1,545,Premium
C00568,Discount-Sensitive,286,1,76.24,1,0.0,1.0,1.0,95.0,1,400,Basic
C03314,Discount-Sensitive,660,3,169.53,0,0.3333333333333333,2.0,1.0,100.0,0,716,Basic
C03772,Discount-Sensitive,625,5,404.13,0,0.0,4.0,0.8,100.0,0,763,Basic
C00561,Discount-Sensitive,345,2,198.47,0,0.0,2.0,1.0,100.0,0,394,Basic
C02790,Discount-Sensitive,650,5,382.15,0,0.0,2.0,0.8,100.0,0,719,Premium
C01765,Discount-Sensitive,557,1,203.88,2,0.0,1.0,1.0,90.0,1,646,Basic
C01753,Discount-Sensitive,579,5,405.37,0,0.0,3.0,0.6,100.0,0,746,Basic
C00612,Discount-Sensitive,581,1,163.32,0,0.0,1.0,1.0,100.0,1,603,Trial
C00652,Discount-Sensitive,438,1,158.72,1,0.0,1.0,1.0,80.0,1,492,Trial
C00649,Discount-Sensitive,0,1,145.7,1,0.0,1.0,1.0,80.0,1,377,Basic
C04200,Discount-Sensitive,594,3,108.25,0,0.3333333333333333,2.0,0.6666666666666666,100.0,0,767,Basic
C00500,Discount-Sensitive,482,4,253.06,0,0.0,4.0,0.75,100.0,0,563,Premium
C00643,Discount-Sensitive,665,5,337.29,1,0.0,5.0,0.6,80.0,0,735,Premium
C04668,Discount-Sensitive,496,3,243.82,0,0.0,3.0,0.6666666666666666,100.0,0,661,Basic
C00504,Discount-Sensitive,312,3,312.74,1,0.0,2.0,0.6666666666666666,95.0,1,624,Basic
C02829,Discount-Sensitive,462,1,130.92,0,0.0,1.0,1.0,100.0,0,557,Basic
C02749,Discount-Sensitive,180,1,76.73,0,0.0,1.0,1.0,100.0,1,330,Trial
